slc,soilType,claySurface,claySubsurface,sandSurface,sandSubsurface,siltSurface,siltSubsurface,cfSurface,cfSubsurface,awhcSurface,awhcSubsurface,ppe,ocSurfacePerc,surfacePH,subsurfacePH,surfaceEC,subsurfaceEC,sarSurface,sarSubsurface,E_DEPTH,bd,egdd,a,surfaceFibre,subsurfaceFibre,organicDepth,waterTableDepth,masterHorizon,substrateCF,substrateSilt,substrateClay
728001,21,22.33333333,29.5,42.66666667,40.5,35.33333333,30,2.333333333,4,17,71,-212.3,0.333333333,6.3,6.9,0.066666667,1.3,1.241833333,0.4051,164.6,1.333333333,1385,12.46,31,29,6,41,C,40,97,61
728002,26,22,29.5,41.33333333,39,37,32.5,2.666666667,4,16.66666667,71,-221.5,0.343333333,6.433333333,6.7,0,0,1.167,0.54115,200,1.3,1379,14.3,77,10,80,37,A,1,6,77
728003,18,26.33333333,34.5,38.33333333,35,36,31,3.333333333,5,17.33333333,75,-226.5,0.34,6.133333333,7,0.1,2.75,1.145833333,0.195,128.9,1.333333333,1390,15.3,70,22,34,99,R,19,7,99
728004,17,18.33333333,24,51.66666667,50.5,30,25.5,2.333333333,4,14.66666667,60,-231.5,0.276666667,6.533333333,6.85,0,0,1.416233333,0.815,200,1.3,1391,16.3,44,35,19,31,CO,50,26,92
728005,29,18,32,45.33333333,38.5,36.33333333,30,4.333333333,5,16.66666667,71.5,-218.8,0.34,6.566666667,7.35,0.066666667,2.3,1.027366667,0.1251,164.6,1.333333333,1392,13.76,87,12,45,80,C,3,100,72
728006,13,22,30.5,42.33333333,40.5,36,30,3.333333333,4.5,16.33333333,71,-223.6,0.33,6.333333333,6.8,0,0,1.186,0.30415,200,1.333333333,1399,14.72,57,60,51,33,A,68,58,39
729001,28,15.33333333,23.5,59.33333333,54,26,22.5,2.333333333,3.5,13,56.5,-244.7,0.396666667,6.5,6.7,0,0,2.268766667,1.97725,200,1.3,1396,18.94,85,92,51,20,R,17,5,89
729002,3,23.66666667,26.5,45,45.5,31.66666667,28,5.666666667,18.5,16,53,-248.3,0.313333333,6.666666667,7.3,0.4,1.1,1.044633333,1.07945,200,1.333333333,1417,19.66,50,44,20,5,CO,62,89,46
729003,4,19.33333333,24,46.33333333,47.5,34.33333333,29,4,5,15.33333333,59.5,-240.4,0.353333333,6.2,7.05,0.1,0.45,1.446233333,1.0412,200,1.3,1414,18.08,36,85,13,96,C,69,27,63
729004,20,13.66666667,14.5,68.66666667,69.5,18,15.5,1,1,12,40.5,-249.1,0.226666667,6.566666667,7.1,0.1,0.5,2.158066667,2.28995,200,1.4,1431,19.82,53,80,1,46,A,64,50,43
729006,7,22.33333333,26.5,39.33333333,37.5,38,36.5,1.333333333,2,18,72.5,-254.9,0.263333333,6.766666667,7.45,0.4,0.7,0.861133333,0.47245,200,1.333333333,1452,20.98,93,94,57,13,R,14,14,59
729011,16,26.33333333,27,38.66666667,40.5,35,32,3,3,19,68.5,-273.1,0.183333333,6.833333333,7.25,0.3,0.5,0.603666667,0.3336,200,1.4,1491,24.62,6,15,26,47,CO,99,48,87
729012,7,16.33333333,18,54.33333333,55,30,27.5,1,2,15.33333333,53,-277,0.27,6.4,7,0,0.05,2.0336,1.76015,200,1.333333333,1496,25.4,10,60,9,56,C,62,41,62
729016,5,21.33333333,24,44.66666667,44.5,34.33333333,31.5,1,1.5,17,67,-280.9,0.216666667,6.8,7.7,0.3,0.85,0.822766667,0.5627,200,1.333333333,1505,26.18,2,8,68,67,A,64,51,51
730001,22,25.33333333,33,41.66666667,37.5,33.33333333,29,4.333333333,7.5,17,67.5,-241.2,0.32,6.6,6.8,0,0.05,1.065333333,0.21185,200,1.333333333,1390,18.24,92,68,5,95,R,39,16,61
730002,26,15,21,61,60,24,19,2.333333333,3,13.33333333,51.5,-223.8,0.266666667,6.4,6.8,0,0,2.2211,2.3725,200,1.333333333,1407,14.76,26,9,71,88,CO,65,44,31
730003,13,21,29.5,44.33333333,42.5,35,28.5,4.333333333,5.5,15.66666667,66.5,-231.9,0.33,6.2,6.8,0,0.1,1.1569,0.394,200,1.333333333,1406,16.38,89,33,84,13,C,100,62,99
730004,10,19.66666667,22.5,42.66666667,41.5,37.66666667,37,2.333333333,4,18,63.5,-246.3,0.27,7.066666667,7.4,0,0,1.477766667,1.07335,200,1.333333333,1427,19.26,69,61,76,99,A,76,80,66
730005,16,22.33333333,25.5,35.66666667,33.5,41.66666667,42,2.333333333,5,19.33333333,70.5,-230.7,0.286666667,7.333333333,7.65,0,0,1.155566667,0.58,200,1.333333333,1425,16.14,53,7,77,38,R,44,85,87
730006,10,22.33333333,25.5,35.66666667,33.5,41.66666667,42,2.333333333,5,19.33333333,70.5,-244,0.286666667,7.333333333,7.65,0,0,1.155566667,0.58,200,1.333333333,1423,18.8,83,87,19,22,CO,89,100,46
730007,17,11.66666667,11.5,63,69,25,20,5,6.5,13.33333333,38.5,-238.7,0.256666667,6.3,6.7,0,0,2.477766667,3.2496,200,1.4,1422,17.74,7,23,39,67,C,23,19,56
730008,22,28.33333333,27.5,36.66666667,41,35,32,4,4,19.33333333,67,-263.8,0.17,6.966666667,7.1,0,0,0.6589,0.31,200,1.466666667,1471,22.76,29,86,61,34,A,39,70,31
730009,21,19.66666667,23.5,45,43,35.33333333,34,2,3.5,17,63,-258.6,0.28,6.766666667,7.35,0,0,1.555566667,1.06085,200,1.333333333,1448,21.72,77,53,3,19,R,34,75,9
730010,2,18.33333333,21,46.33333333,45,35.33333333,35,2,4,17,60.5,-259.1,0.266666667,6.966666667,7.35,0,0,1.657766667,1.35375,200,1.333333333,1472,21.82,98,63,18,41,CO,60,80,83
730011,9,22.33333333,25.5,35,34,42.66666667,41,3,5,19.33333333,70.5,-267.4,0.286666667,7.333333333,7.65,0,0,1.155566667,0.54,200,1.333333333,1455,23.48,92,55,94,97,C,19,92,31
731001,28,25.66666667,33.5,39.66666667,35,35.33333333,31.5,3.333333333,5,18.66666667,77.5,-200.8,0.33,5.966666667,7.2,0.3,5.1,1.028133333,0.13785,61.1,1.366666667,1399,10.16,28,22,97,61,A,41,6,43
731002,25,23,33.5,41.33333333,35.5,35.66666667,31.5,3.333333333,5,18,76,-207.8,0.336666667,6.166666667,7.35,0.166666667,4.25,1.023033333,0.1153,93.8,1.366666667,1406,11.56,11,71,38,12,R,86,16,98
731003,7,25,33.5,40.66666667,36,35.33333333,31,3.333333333,5,18.33333333,76,-228.6,0.323333333,6.033333333,7.15,0.166666667,3.8,1.032333333,0.1528,93.8,1.366666667,1395,15.72,3,4,56,95,CO,56,87,85
731004,22,22,30.5,37.66666667,37,40.66666667,33,4,4.5,20.33333333,75.5,-227.3,0.24,6.2,7.75,0.1,5.15,0.840833333,0.18035,19.8,1.433333333,1425,15.46,51,39,68,54,C,86,92,50
731005,13,21,28,41.33333333,39,37.66666667,33,3.666666667,5,18,74,-229.3,0.26,6.066666667,7.65,0,4.5,0.972666667,0.227,74,1.4,1432,15.86,85,81,81,75,A,53,78,45
731006,12,28.33333333,27.5,36.66666667,41,35,32,4,4,19.33333333,67,-227.1,0.17,6.966666667,7.1,0,0,0.6589,0.31,200,1.466666667,1458,15.42,21,69,20,0,R,19,43,53
731007,10,21.66666667,26,42.33333333,41,36.33333333,33,1.333333333,2,16.66666667,69,-207.8,0.35,6.5,6.7,0,0,1.327566667,0.83985,200,1.3,1417,11.56,89,36,65,89,CO,49,86,46
731008,7,21,28,41.33333333,39,37.66666667,33,3.666666667,5,18,74,-232.3,0.26,6.066666667,7.65,0,4.5,0.972666667,0.227,74,1.4,1467,16.46,59,87,15,76,C,81,31,7
731009,27,22.33333333,28.5,39,39.5,38.66666667,32,4.666666667,5,17.33333333,74.5,-235.6,0.25,6.133333333,7.2,0,2.5,1.089,0.2315,173,1.366666667,1466,17.12,74,62,47,48,A,16,61,48
731010,18,23.33333333,33,43.33333333,38.5,34,29,3.666666667,5,16.66666667,73,-225.7,0.303333333,6.1,6.85,0.1,1.9,0.8785,0.18015,146.9,1.333333333,1453,15.14,66,5,33,24,R,69,68,97
731011,25,19.66666667,25.5,43,40.5,37.33333333,34,2.666666667,5,18,69.5,-226.6,0.263333333,6.366666667,7.65,0,3.1,1.159233333,0.61715,101,1.366666667,1448,15.32,3,44,3,70,CO,5,16,8
731012,15,13,15,61.66666667,64,25,21,1.333333333,2,14,46.5,-237.1,0.27,6,6.85,0,1.15,2.512433333,2.19365,164,1.4,1485,17.42,26,77,20,88,C,41,62,22
731013,8,22.33333333,32,37.66666667,33.5,39.66666667,35,3,4,18,78,-231.8,0.276666667,6.033333333,7.6,0,4.45,1.1763,0.18895,73.6,1.366666667,1435,16.36,67,76,85,12,A,28,26,36
731014,14,21,33.5,36.33333333,31.5,43.33333333,35.5,3.333333333,3,18.33333333,71,-244,0.233333333,6.533333333,7.6,0.166666667,5.75,1.394433333,0.218,39.1,1.3,1456,18.8,1,98,6,53,R,29,7,81
731015,19,15.33333333,20,60.33333333,57.5,25,23,1.333333333,3,14.66666667,53.5,-233.6,0.27,5.966666667,6.85,0,0.6,1.1231,1.16265,182,1.4,1415,16.72,85,28,60,25,CO,60,52,48
731016,25,11.66666667,15.5,60,59.5,28.33333333,25.5,4,4,13,50,-265.8,0.196666667,6.166666667,7.1,0.033333333,2.8,3.223433333,1.97285,135.2,1.366666667,1496,23.16,14,97,92,87,C,26,27,98
732001,3,21.33333333,29,42.66666667,43,35.66666667,27.5,3.333333333,5,16.33333333,70,-175.6,0.213333333,6.733333333,6.65,0,0.15,1.1649,0.3185,200,1.333333333,1377,5.12,46,46,72,5,A,94,91,84
737001,17,22,29.5,41,39.5,37,31,2.666666667,4,16.33333333,71.5,-167.2,0.34,6.333333333,6.8,0,0,1.250233333,0.335,200,1.3,1325,3.44,27,17,34,72,R,3,78,61
737002,12,16,12.5,54.66666667,61.5,30,26,1,3,15,49,-186,0.316666667,7.033333333,7.35,0,0,2.0489,2.30505,200,1.333333333,1343,7.2,32,0,38,63,CO,44,64,73
737003,12,22,24,43,44.5,35,32,3,3,15.33333333,66,-169.6,0.456666667,6.6,6.5,0,0,1.331866667,0.943,200,1.266666667,1287,3.92,31,60,11,24,C,71,17,58
737004,8,24.66666667,28.5,38,35.5,38,36.5,0,0.5,16,70.5,-169.9,0.376666667,7,7.25,0,0,1.243333333,0.725,200,1.266666667,1283,3.98,75,85,90,18,A,9,10,27
737005,19,18.33333333,21.5,42.33333333,42,38.66666667,37,1,1,15.66666667,65,-183.6,0.42,6.933333333,7.2,0,0,1.875566667,0.9358,200,1.266666667,1311,6.72,23,62,68,38,R,6,61,56
738001,15,23,27.5,38,38,39.66666667,34.5,4.333333333,5,17.66666667,74,-242.6,0.246666667,6.4,7.2,0,1.65,1.043566667,0.3,200,1.366666667,1461,18.52,91,9,11,52,CO,49,82,68
738002,9,22.33333333,26,36.33333333,34,41.33333333,40.5,3,5,19.33333333,71,-248.9,0.28,7.166666667,7.55,0,0.25,1.139566667,0.54,200,1.333333333,1480,19.78,52,10,99,69,C,35,0,28
738003,6,15.66666667,17.5,53.33333333,54.5,30.66666667,28,1.333333333,3,15.33333333,52.5,-249.8,0.276666667,6.6,7.05,0,0,2.155566667,1.78835,200,1.333333333,1473,19.96,59,92,97,11,A,66,57,35
738004,14,22.33333333,28.5,39,40,38.66666667,32.5,5,5,17.33333333,75,-247.8,0.24,6.133333333,7.15,0,2.5,1.006,0.221,182,1.366666667,1500,19.56,18,65,33,55,R,66,13,72
738005,25,28.33333333,27.5,36.66666667,41,35,32,4,4,19.33333333,67,-258,0.17,6.966666667,7.1,0,0,0.6589,0.31,200,1.466666667,1502,21.6,64,81,68,56,CO,37,84,76
738006,20,26,30,37,36,37.33333333,34.5,4.333333333,7,18.33333333,70.5,-258.8,0.236666667,7.133333333,7.7,0,0.65,1.098166667,0.21185,150.8,1.333333333,1488,21.76,84,60,70,66,C,44,82,22
738007,18,26,30,37,36,37.33333333,34.5,4.333333333,7,18.33333333,70.5,-270.4,0.236666667,7.133333333,7.7,0,0.65,1.098166667,0.21185,150.8,1.333333333,1461,24.08,66,72,94,56,A,46,90,71
739001,23,10.33333333,9.5,78.66666667,81,11.33333333,10,2,2,9.333333333,30,-280.9,0.16,6.7,7.85,0,0,2.5,2.00335,200,1.4,1487,26.18,6,91,68,50,R,1,32,100
739002,18,27.33333333,32.5,32.66666667,29.5,40,39,3.666666667,7.5,18.33333333,74,-267.7,0.24,7.233333333,7.9,0,0,1.155566667,0.2167,200,1.333333333,1463,23.54,97,67,55,42,CO,91,15,56
739003,6,6.666666667,5,87.33333333,89.5,6.666666667,5.5,0,0,9,23,-289.4,0.106666667,6.8,7.3,0,0,3.665933333,3.945,200,1.433333333,1511,27.88,13,42,24,81,C,91,28,18
740001,11,22.33333333,32,44,40,34.66666667,28,3.666666667,5,16.33333333,71.5,-205.4,0.31,6.2,6.8,0.033333333,0.95,1.051233333,0.2201,173.45,1.333333333,1406,11.08,70,90,45,72,A,59,23,75
740002,20,22.33333333,31.5,44,40.5,34.66666667,28,3.666666667,5,16.33333333,70.5,-218.3,0.313333333,6.266666667,6.8,0.033333333,0.6,1.053333333,0.22755,182.3,1.333333333,1417,13.66,95,26,82,97,R,86,78,36
740003,1,17.33333333,21.5,60,55.5,23.33333333,22.5,1,1.5,14,58,-220.2,0.303333333,6.533333333,6.6,0,0,1.571333333,1.0779,200,1.333333333,1415,14.04,17,29,83,36,CO,26,32,3
740004,11,30,30,40,40,30,30,5,5,19.33333333,67.5,-224,0.1,7,7,0,0,0.1,0.1,200,1.5,1401,14.8,25,27,7,23,C,67,98,41
740005,3,20.66666667,26,48,46.5,32.33333333,27.5,2.333333333,3,15.66666667,66,-222.6,0.326666667,6.4,6.7,0,0,1.378666667,0.6967,200,1.3,1389,14.52,27,28,24,97,A,80,76,33
740006,5,22.66666667,26.5,36,33,41.33333333,41,2.333333333,5,19.33333333,71.5,-244.1,0.293333333,7.166666667,7.6,0.033333333,0.6,1.140466667,0.52755,182.3,1.333333333,1411,18.82,91,79,38,35,R,93,76,52
740007,29,22.66666667,26.5,36,33,41.33333333,41,2.333333333,5,19.33333333,71.5,-248.5,0.293333333,7.166666667,7.6,0.033333333,0.6,1.140466667,0.52755,182.3,1.333333333,1407,19.7,43,41,30,78,CO,33,48,50
740008,30,28,28.5,36.66666667,35.5,35.33333333,36,4,4,19,69.5,-263.1,0.11,7.2,7.2,0,0,0.501533333,0.283,200,1.433333333,1445,22.62,67,72,99,20,C,38,77,99
740009,27,27.66666667,32,33.66666667,31,38.66666667,37,4.333333333,8,18,73,-266.7,0.25,7.233333333,7.8,0,0.45,1.217933333,0.2056,182.3,1.333333333,1437,23.34,74,22,35,2,A,86,75,22
743001,7,28.33333333,32.5,31.66666667,29.5,40,38,3.333333333,6.5,18.33333333,73.5,-286.2,0.23,7.133333333,7.85,0.1,0.3,1.024533333,0.2285,200,1.333333333,1500,27.24,12,87,21,48,R,85,21,2
743002,23,23.66666667,28.5,33.66666667,33,42.66666667,39.5,1.333333333,4,18.33333333,72.5,-295.4,0.223333333,6.5,7.65,0,0,1.0702,0.38545,200,1.333333333,1508,29.08,4,21,25,32,CO,90,65,31
743003,6,11.66666667,11.5,72,73.5,17,14.5,2,2,11,36.5,-299.9,0.15,6.933333333,7.55,0.033333333,0.35,2.377533333,2.39365,200,1.4,1524,29.98,42,45,3,85,C,79,71,49
744001,15,26.33333333,25.5,43,46.5,30.66666667,28,5,6,16.33333333,65,-193.8,0.32,6.633333333,6.45,0,0,1.04,0.80375,200,1.3,1358,8.76,49,98,36,100,A,87,64,64
744002,20,25.33333333,24.5,43,47,31.66666667,28.5,5,5,16.33333333,63.5,-193.9,0.346666667,6.633333333,6.45,0,0,1.247766667,0.8778,200,1.3,1340,8.78,86,32,72,72,R,33,65,99
744003,21,30,30,40,40,30,30,5,5,19.33333333,67.5,-189.1,0.1,7,7,0,0,0.1,0.1,200,1.5,1324,7.82,9,17,73,48,CO,69,1,83
744004,17,26.33333333,25,43,47.5,30.66666667,27.5,5.333333333,6,16.33333333,64,-205.9,0.33,6.533333333,6.35,0,0,1.047766667,0.88,200,1.3,1327,11.18,21,57,90,98,C,98,30,41
744005,2,34.66666667,37,27,25.5,38.33333333,37.5,1,3.5,17.33333333,73,-260.8,0.356666667,6.933333333,7.45,0,0,1.4511,0.5073,200,1.233333333,1402,22.16,28,70,30,95,A,72,47,35
746001,9,26.33333333,27,32,31,42,42.5,1,4,18,72,-200.2,0.386666667,6.466666667,7.15,0,0,1.610566667,0.64195,200,1.3,1297,10.04,41,48,0,35,R,63,35,91
746002,22,28.33333333,27.5,28,28,43,44.5,1,5,19,74,-179.6,0.35,6.3,7.25,0,0,1.232766667,0.5928,200,1.333333333,1209,5.92,90,96,77,72,CO,84,18,17
750001,11,37.33333333,38,25,24,38.33333333,38,4.666666667,10,16.66666667,73,-185.1,0.446666667,6.533333333,7.4,0,0,0.926,0.3206,200,1.233333333,1085,7.02,100,62,57,34,C,96,53,14
750002,14,34,36,34,31.5,31.66666667,33,6.666666667,14,15.33333333,67.5,-172.6,0.373333333,6.533333333,7.25,0,0,0.984433333,0.3869,200,1.3,1133,4.52,78,65,54,20,A,34,69,95
750003,3,30.33333333,29,32,32.5,38,38.5,3,3,19.33333333,72.5,-192.3,0.22,6.8,7.1,0,0,0.46,0.324,200,1.4,1199,8.46,74,29,94,99,R,66,48,2
750004,7,38.66666667,40.5,13.33333333,13.5,48,46.5,2.333333333,5,18,81.5,-195.7,0.476666667,6.766666667,7.5,0,0,0.72,0.2385,200,1.2,1173,9.14,99,52,15,0,CO,17,24,47
750005,22,29.66666667,32,39.33333333,32.5,31,36,7.666666667,15,15.66666667,67.5,-198.6,0.333333333,6.4,6.9,0,0,0.953333333,0.38065,188,1.333333333,1177,9.72,96,70,12,68,C,16,8,20
750006,27,34.33333333,33.5,31,30,35.33333333,37,5.333333333,11,16,68.5,-219,0.366666667,6.633333333,7.45,0,0,0.955,0.4605,200,1.3,1249,13.8,99,31,55,63,A,21,13,72
750007,9,31.66666667,31,39,31,29.33333333,38.5,6.666666667,19,15.66666667,62.5,-178.9,0.353333333,6.5,7.35,0,0,0.984433333,0.404,164,1.333333333,1000,5.78,20,55,36,27,R,62,43,3
750008,1,33.66666667,32,37.33333333,31,29,38,6,19,15.66666667,61.5,-183.9,0.366666667,6.6,7.6,0,0,1,0.4155,164,1.3,1083,6.78,83,58,3,54,CO,85,94,7
769001,22,18.33333333,27,37,39,45,34,4.666666667,5,18.66666667,69,-282.5,0.23,6.466666667,7.55,0.233333333,5.3,1.528033333,0.287,52.9,1.333333333,1437,26.5,62,81,94,63,C,47,33,22
769002,15,21.33333333,27,38,41.5,40.66666667,32.5,4.666666667,5.5,18.33333333,68,-263.6,0.216666667,6.633333333,7.4,0.066666667,4.05,1.1505,0.2534,81.15,1.366666667,1429,22.72,43,17,84,52,A,84,5,53
769003,6,15,26,42.33333333,42,43.33333333,32,3.666666667,3.5,17.66666667,66,-269.2,0.23,6.466666667,7.65,0.333333333,4.65,2.118966667,0.52105,44.1,1.333333333,1435,23.84,88,78,54,96,R,10,79,31
769004,1,17.33333333,27.5,35.33333333,37,47.66666667,35.5,4.333333333,4.5,18.33333333,70,-262.8,0.233333333,6.366666667,7.65,0.333333333,6.35,1.705366667,0.2992,37.7,1.333333333,1437,22.56,38,25,57,22,CO,55,19,19
769005,1,17.33333333,27.5,35.33333333,37,47.66666667,35.5,4.333333333,4.5,18.33333333,70,-307,0.233333333,6.366666667,7.65,0.333333333,6.35,1.705366667,0.2992,37.7,1.333333333,1454,31.4,16,64,4,91,C,35,64,60
771001,23,29,32,32,30,39,38,3.666666667,8.5,19,73,-287.2,0.213333333,7.433333333,7.9,0,0,0.996766667,0.1912,200,1.333333333,1450,27.44,21,52,6,93,A,53,51,31
771002,14,9.666666667,8,75.66666667,77,15.33333333,15,3.333333333,7,10.33333333,33,-306.3,0.166666667,6.333333333,7.55,0,0,2.8311,2.3,200,1.4,1527,31.26,21,4,6,75,R,86,48,78
771003,28,29,32,32.66666667,31,38.33333333,37,3.666666667,8,19,74,-314.3,0.21,7.333333333,8,0,0.85,0.9152,0.17745,164.6,1.333333333,1488,32.86,38,33,2,95,CO,67,42,78
771004,13,31,35.5,24.66666667,25,44.33333333,39.5,1.333333333,4,19.33333333,74.5,-306.6,0.23,6.733333333,8,0,0,0.9661,0.2968,200,1.333333333,1520,31.32,91,28,6,5,C,49,60,15
771005,27,23,26,42.66666667,44,34.66666667,30.5,1,2,17.33333333,68.5,-321.6,0.19,7.5,8.05,0.266666667,0.9,0.801266667,0.41505,200,1.333333333,1518,34.32,13,54,99,57,A,88,81,51
771006,26,13.33333333,14,70.66666667,73.5,16,13,2,2,11.33333333,37,-335.8,0.223333333,6.6,7.7,0.166666667,1.35,2.217766667,1.42,170,1.366666667,1550,37.16,54,96,12,39,R,61,47,24
771008,25,16.66666667,18.5,55.33333333,53.5,27.66666667,28.5,2,2,14.33333333,57.5,-341.3,0.176666667,6.366666667,7.25,0.133333333,0.4,1.932,1.4283,194.37,1.333333333,1549,38.26,16,63,1,39,CO,10,56,26
777001,10,11,20,58.33333333,57.5,30.66666667,22.5,2,2,14.33333333,54.5,-281.9,0.213333333,6.5,7.4,0.233333333,3.9,2.906366667,1.24935,61.4,1.333333333,1424,26.38,63,31,79,29,C,28,16,89
777002,29,18,27.5,37.66666667,40,44.33333333,33.5,3.333333333,3,18,67.5,-307.4,0.206666667,6.3,7.55,0.266666667,6.5,1.724033333,0.4803,26.9,1.333333333,1450,31.48,41,34,80,41,A,3,86,92
777003,11,14,16,68.66666667,70,17.33333333,14.5,1,1,11.66666667,43,-309.5,0.203333333,6.5,7.7,0.1,2.45,1.737766667,0.98885,124,1.4,1441,31.9,87,94,49,8,R,74,34,71
779001,5,27,32,33,30,40.33333333,38,3.666666667,8,18.33333333,73.5,-288.1,0.236666667,7.166666667,7.8,0.033333333,0.95,1.1895,0.2049,182.1,1.333333333,1449,27.62,77,77,67,64,CO,21,86,52
779002,16,27.66666667,32,33.66666667,31,38.66666667,37,4.333333333,8,18,73,-288.9,0.25,7.233333333,7.8,0,0.45,1.217933333,0.2056,182.3,1.333333333,1458,27.78,28,9,86,43,C,56,82,11
781001,26,71,72.5,6,5.5,23.33333333,22,1,1,20.33333333,79,-295.8,0.263333333,7.4,7.75,0,0,0.177766667,0.0835,200,1.233333333,1478,29.16,33,77,91,31,A,57,59,55
781002,30,75.33333333,77.5,2,1.5,22.66666667,21,0,0,20,80,-310.9,0.28,7.466666667,7.8,0,0,0.184433333,0.0835,200,1.166666667,1516,32.18,60,79,90,48,R,70,0,68
781003,15,26.66666667,27.5,35,33,38.66666667,39.5,4,4,19,71,-324.2,0.116666667,7.3,7.35,0,0,0.7023,0.3745,200,1.4,1556,34.84,83,97,28,5,CO,100,16,40
781004,12,17.66666667,19.5,52,49,30.66666667,32,4.333333333,5.5,14.66666667,58,-295.9,0.21,6.566666667,7.35,0,0.85,2.733566667,1.70065,182,1.3,1467,29.18,14,53,26,34,C,35,36,80
781005,22,42,46.5,19.66666667,19.5,38.66666667,34.5,1,3,18.33333333,74.5,-311.5,0.23,7,7.95,0,0,0.862233333,0.35265,200,1.233333333,1502,32.3,25,89,46,87,A,3,33,59
781006,18,52,56.5,18.33333333,17,30,26.5,1,1,17,75.5,-312.6,0.22,7.2,7.45,0,0,0.418333333,0.16115,200,1.233333333,1516,32.52,97,15,26,61,R,48,73,45
781007,14,24.33333333,28,32.33333333,32.5,43.66666667,40,2,4,19.33333333,72.5,-294.6,0.2,6.533333333,7.8,0,0,0.91,0.35265,200,1.333333333,1457,28.92,2,13,26,29,CO,5,97,71
781008,9,48,52.5,15,14.5,37,33,1,3,18.33333333,76.5,-307.1,0.24,7.233333333,7.95,0,0,0.6278,0.1629,200,1.233333333,1494,31.42,56,82,79,39,C,57,83,60
781009,23,51.66666667,56.5,18.33333333,17,30,27,1,1,17,75,-313.6,0.226666667,7.133333333,7.45,0,0,0.463333333,0.18325,200,1.166666667,1511,32.72,45,67,24,48,A,17,39,84
786001,16,27.33333333,32,31.33333333,29,41,39.5,3.333333333,7.5,18.66666667,74,-304.9,0.223333333,7.133333333,7.9,0,0,1.077766667,0.2167,200,1.333333333,1464,30.98,45,50,99,8,R,77,47,12
786002,2,28.66666667,30,31.66666667,32.5,39.66666667,38.5,5.333333333,8,19,72.5,-299,0.19,7.433333333,7.85,0,0,0.856,0.2305,174,1.333333333,1429,29.8,35,67,82,19,CO,100,17,13
786003,18,23.66666667,23.5,44.66666667,48,31.66666667,29,6.333333333,5,16.33333333,65,-290.5,0.226666667,6.8,7.5,0,0,1.254666667,0.6005,200,1.333333333,1386,28.1,17,13,6,50,C,15,69,92
786004,19,25.66666667,28,38,37.5,36.66666667,35,4.333333333,7.5,18,68.5,-313.1,0.2,7.166666667,7.7,0,0.1,1.238,0.4915,179,1.333333333,1455,32.62,65,100,80,51,A,6,68,14
786005,1,26.33333333,33.5,32,26.5,41.66666667,40,2.333333333,5.5,18.66666667,74,-339.1,0.216666667,6.966666667,8,0,0.55,0.9692,0.2101,164.6,1.333333333,1553,37.82,80,78,54,45,R,24,89,28
786006,7,26.66666667,27.5,35,33,38.66666667,39.5,4,4,19,71,-340,0.116666667,7.3,7.35,0,0,0.7023,0.3745,200,1.4,1565,38,30,74,26,68,CO,77,92,60
786007,19,26.66666667,29.5,30,30.5,42.66666667,39.5,3.333333333,6.5,19.33333333,73,-308,0.216666667,7.1,8,0,0,1.023766667,0.2722,193.5,1.333333333,1473,31.6,96,14,15,56,C,7,11,83
787001,30,25.33333333,27,31.66666667,41,43,32.5,1.333333333,3.5,16.33333333,68.5,-327.3,0.216666667,7.4,7.75,0,0,1.265566667,0.415,200,1.266666667,1566,35.46,60,57,24,48,A,91,78,97
787002,15,26.33333333,26.5,36,38,38,36,4.333333333,5,17,71,-341.8,0.153333333,7.633333333,8,0.066666667,2.4,0.987533333,0.37235,74.6,1.333333333,1587,38.36,12,37,81,0,R,23,1,26
787003,24,26.66666667,27.5,35,33,38.66666667,39.5,4,4,19,71,-337,0.116666667,7.3,7.35,0,0,0.7023,0.3745,200,1.4,1615,37.4,93,0,28,68,CO,66,45,47
787004,1,26,27.5,31.66666667,40.5,42.66666667,32.5,1.333333333,4,17.33333333,69,-340,0.206666667,7.433333333,7.75,0,0,1.101566667,0.408,200,1.266666667,1633,38,11,64,58,91,C,35,42,58
788001,12,26.33333333,26,37.66666667,39,36.66666667,35.5,1,2,16,72,-302.6,0.193333333,7.466666667,7.85,0,0,1.066666667,0.391,193.5,1.266666667,1480,30.52,92,28,59,2,A,7,96,97
788002,7,35.33333333,37.5,28,22.5,37,40,0,0,18,76.5,-313.4,0.233333333,7.333333333,7.8,0,0,0.646666667,0.2115,200,1.3,1497,32.68,41,38,79,50,R,11,49,18
790001,3,20.66666667,21,57.33333333,57,22,22.5,0,0,14.66666667,54.5,-304.1,0.186666667,7.366666667,7.2,0,0,1.564466667,1.79465,200,1.333333333,1496,30.82,19,43,27,59,CO,56,94,12
790002,30,22.66666667,25.5,29.66666667,26,48,49,2,2,18,74.5,-321.4,0.163333333,7.633333333,7.7,0,0,1.550166667,0.679,200,1.3,1552,34.28,75,20,62,97,C,45,9,91
790003,21,23.33333333,23.5,43.66666667,42,32.66666667,34,0,0,17,69,-314.7,0.203333333,7.666666667,7.7,1.6,1.75,1.36,0.9485,180,1.333333333,1548,32.94,21,69,9,5,A,23,54,93
791001,14,26.66666667,27,40.33333333,36,33,37.5,2,3,16.33333333,74,-284.3,0.193333333,7.7,8.1,0,0,1.021133333,0.33035,200,1.333333333,1482,26.86,11,17,7,45,R,66,76,6
